metric_name	block_index	block_start_row	block_end_row	block_snp_n	start_chr	start_bp	end_chr	end_bp	full_estimate	full_SE	full_CI95_low	full_CI95_high	leave_block_estimate	delta_from_full	absolute_delta	influence_SE_ratio	sign_flip	influential	catastrophic	min_leave_block_estimate	max_leave_block_estimate	largest_influence_block	number_blocks
HSQ1	16	233446	249008	15563	1	244392878	2	6598379	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49611523950826275	0.0018508418000099391	0.0018508418000099391	0.05585472374415303	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	17	249009	264571	15563	2	6598529	2	20713697	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4996700358523541	0.005405638144101277	0.005405638144101277	0.1631314060434617	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	18	264572	280134	15563	2	20713703	2	37136760	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49628491576489653	0.0020205180566437164	0.0020205180566437164	0.060975215641499825	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	19	280135	295697	15563	2	37138046	2	51191994	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49008306363623305	-0.00418133407201976	0.00418133407201976	0.1261843445903502	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	20	295698	311260	15563	2	51193859	2	64552357	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4909749519680033	-0.0032894457402495303	0.0032894457402495303	0.09926892892306184	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	21	311261	326823	15563	2	64553247	2	78963044	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49820232612077	0.0039379284125171665	0.0039379284125171665	0.11883884598036218	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	22	326824	342386	15563	2	78963673	2	104422349	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49621329290998634	0.0019488952017335248	0.0019488952017335248	0.05881378035580721	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	23	342387	357949	15563	2	104422882	2	121309759	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4969055659257986	0.0026411682175457862	0.0026411682175457862	0.07970520287150677	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	24	357950	373512	15563	2	121309778	2	137101277	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4948354914502714	0.0005710937420185802	0.0005710937420185802	0.01723447308802465	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	25	373513	389075	15563	2	137101357	2	151539581	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4884548790709055	-0.0058095186373472996	0.0058095186373472996	0.175319715911862	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	26	389076	404638	15563	2	151539798	2	167351483	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49385988460351377	-0.000404513104739046	0.000404513104739046	0.012207400824839662	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	27	404639	420201	15563	2	167352464	2	181570507	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.493265596773364	-0.0009988009348887994	0.0009988009348887994	0.03014182535390982	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	28	420202	435764	15563	2	181571918	2	198083833	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4945801896613271	0.00031579195307429586	0.00031579195307429586	0.009529972955817517	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	29	435765	451327	15563	2	198084218	2	216858592	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49904075980706253	0.004776362098809717	0.004776362098809717	0.14414110678158829	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	30	451328	466890	15563	2	216858824	2	230271780	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49761693009169805	0.003352532383445239	0.003352532383445239	0.10117275831983868	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	31	466891	482453	15563	2	230272648	2	241484072	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4911965072746445	-0.0030678904336083335	0.0030678904336083335	0.09258283049669784	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	32	482454	498016	15563	2	241485268	3	8016833	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49411578421164903	-0.00014861349660377776	0.00014861349660377776	0.00448485969865823	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	33	498017	513579	15563	3	8016955	3	21340533	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49369748517844125	-0.0005669125298115585	0.0005669125298115585	0.01710829242107752	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	34	513580	529142	15563	3	21340863	3	31813629	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4971863846305007	0.0029219869222478767	0.0029219869222478767	0.08817975276185501	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	35	529143	544705	15563	3	31814685	3	46662428	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49678975930004	0.0025253615917871786	0.0025253615917871786	0.07621038927401032	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	36	544706	560268	15563	3	46662736	3	63661117	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4928386660407259	-0.0014257316675269083	0.0014257316675269083	0.04302574559456052	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	37	560269	575831	15563	3	63661629	3	77099218	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4987960842178816	0.004531686509628763	0.004531686509628763	0.13675728422011021	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	38	575832	591394	15563	3	77099267	3	95430903	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4948042898426214	0.0005398921343686136	0.0005398921343686136	0.016292870636830294	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	39	591395	606957	15563	3	95431652	3	108897123	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49205914008728746	-0.0022052576209653507	0.0022052576209653507	0.0665502882002375	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	40	606958	622520	15563	3	108897541	3	122443054	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4969837242650022	0.0027193265567493907	0.0027193265567493907	0.08206386607248684	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	41	622521	638083	15563	3	122443946	3	135656738	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49592578077953886	0.001661383071286049	0.001661383071286049	0.05013723619133545	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	42	638084	653646	15563	3	135657414	3	150151120	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4973628540893922	0.0030984563811393695	0.0030984563811393695	0.0935052499899874	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	43	653647	669209	15563	3	150151697	3	162739273	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49671905978488806	0.00245466207663525	0.00245466207663525	0.07407681854547192	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	44	669210	684772	15563	3	162739768	3	176246068	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4887278194111911	-0.005536578297061723	0.005536578297061723	0.1670829193875971	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	45	684773	700335	15563	3	176246528	3	190250499	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4932720767137647	-0.000992320994488094	0.000992320994488094	0.0299462736428138	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	46	700336	715898	15563	3	190252635	4	4180841	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49721280937424667	0.0029484116659938553	0.0029484116659938553	0.0889771989627857	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	47	715899	731461	15563	4	4180886	4	14491265	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4946305442510613	0.00036614654280847647	0.00036614654280847647	0.011049574306315285	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	48	731462	747024	15563	4	14491446	4	26065536	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49532174496413406	0.001057347255881247	0.001057347255881247	0.031908636858411235	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	49	747025	762587	15563	4	26065733	4	38197669	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4965657429085792	0.002301345200326377	0.002301345200326377	0.06945002020349444	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	50	762588	778150	15563	4	38197920	4	55620606	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4896128555136299	-0.004651542194622937	0.004651542194622937	0.1403742903707601	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	51	778151	793713	15563	4	55620867	4	66414095	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49512477069215777	0.0008603729839049556	0.0008603729839049556	0.025964345160502566	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	52	793714	809276	15563	4	66414681	4	79300180	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4963044295535835	0.002040031845330692	0.002040031845330692	0.06156410296634139	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	53	809277	824839	15563	4	79300355	4	95707791	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4909479384204807	-0.0033164592877721333	0.0033164592877721333	0.10008414405069535	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	54	824840	840402	15563	4	95708358	4	111420577	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4972693722599829	0.0030049745517300996	0.0030049745517300996	0.0906841543367961	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	55	840403	855965	15563	4	111421776	4	122952215	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49225836092408887	-0.002006036784163945	0.002006036784163945	0.06053819964487758	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	56	855966	871528	15563	4	122952241	4	135372682	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49267442954751334	-0.0015899681607394744	0.0015899681607394744	0.047982076252884254	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	57	871529	887091	15563	4	135373049	4	149492755	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49134864987432386	-0.00291574783392895	0.00291574783392895	0.08799146948747297	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	58	887092	902654	15563	4	149493045	4	162934006	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49607684617094366	0.0018124484626908521	0.0018124484626908521	0.05469608919766604	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	59	902655	918217	15563	4	162934057	4	176825687	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4924235116923594	-0.0018408860158934393	0.0018408860158934393	0.05555427798402349	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	60	918218	933780	15563	4	176828699	4	186410627	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4984104083998055	0.004146010691552682	0.004146010691552682	0.12511835523475662	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	61	933781	949343	15563	4	186410731	5	4725242	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49627306214326905	0.0020086644350162386	0.0020086644350162386	0.06061749692055515	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	62	949344	964906	15563	5	4725595	5	16684109	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49794823935709276	0.0036838416488399472	0.0036838416488399472	0.11117101289373059	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	63	964907	980469	15563	5	16684597	5	29758199	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4963173080704957	0.0020529103622428657	0.0020529103622428657	0.061952750988209064	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	64	980470	996032	15563	5	29758510	5	43233397	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49640891147791016	0.0021445137696573524	0.0021445137696573524	0.06471715960224175	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	65	996033	1011595	15563	5	43237748	5	58986312	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49298557830901835	-0.0012788193992344654	0.0012788193992344654	0.03859222558217631	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	66	1011596	1027158	15563	5	58986989	5	76161368	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4948452831597777	0.000580885451524904	0.000580885451524904	0.01752996740280389	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	67	1027159	1042721	15563	5	76163520	5	91832191	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49367163218327526	-0.0005927655249775565	0.0005927655249775565	0.017888484387213143	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	68	1042722	1058284	15563	5	91832192	5	107021498	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4975787200477934	0.0033143223395405985	0.0033143223395405985	0.10001965520398394	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	69	1058285	1073847	15563	5	107022017	5	121023412	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49532098382612777	0.001056586117874958	0.001056586117874958	0.031885667227472374	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	70	1073848	1089410	15563	5	121023551	5	135185565	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49982065992701474	0.0055562622187619315	0.0055562622187619315	0.16767694098834157	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	71	1089411	1104973	15563	5	135185569	5	150955163	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4963749008960885	0.0021105031878356773	0.0021105031878356773	0.06369078789828662	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	72	1104974	1120536	15563	5	150955282	5	164512265	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.495031916355706	0.0007675186474531692	0.0007675186474531692	0.023162185996530086	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	73	1120537	1136099	15563	5	164512291	5	178194492	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4942772694141709	1.287170591807163e-05	1.287170591807163e-05	0.00038844247961441645	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	74	1136100	1151662	15563	5	178194562	6	8492776	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4911025691878688	-0.0031618285203839913	0.0031618285203839913	0.09541769508959848	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	75	1151663	1167225	15563	6	8493757	6	21204822	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4918607175237806	-0.0024036801844722344	0.0024036801844722344	0.07253828645553093	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	76	1167226	1182788	15563	6	21205877	6	30361480	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49433225184463064	6.785413637783178e-05	6.785413637783178e-05	0.002047702857295273	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	77	1182789	1198351	15563	6	30361608	6	33203688	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.494406285173268	0.00014188746501520022	0.00014188746501520022	0.004281881445048209	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	78	1198352	1213914	15563	6	33203908	6	46017626	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4934194928875644	-0.0008449048206883858	0.0008449048206883858	0.02549754676461247	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	79	1213915	1229477	15563	6	46018287	6	62472864	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49150799350568475	-0.0027564042025680635	0.0027564042025680635	0.08318279566672573	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	80	1229478	1245040	15563	6	62474097	6	73591559	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4948082314636741	0.0005438337554212747	0.0005438337554212747	0.016411820919344625	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	81	1245041	1260603	15563	6	73591660	6	84931878	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4953322808706752	0.0010678831624224006	0.0010678831624224006	0.03222658955931046	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	82	1260604	1276166	15563	6	84935441	6	97778185	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4931438525724924	-0.0011205451357604312	0.0011205451357604312	0.0338158231570182	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	83	1276167	1291729	15563	6	97778418	6	110461062	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49931441242463526	0.005050014716382445	0.005050014716382445	0.15239939841748446	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	84	1291730	1307292	15563	6	110461195	6	123286751	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4953985319333404	0.0011341342250875686	0.0011341342250875686	0.03422591484086595	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	85	1307293	1322855	15563	6	123286895	6	141043296	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4906800621011636	-0.0035843356070892063	0.0035843356070892063	0.10816811849571561	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	86	1322856	1338418	15563	6	141045356	6	154018460	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4938359031132935	-0.00042849459495930553	0.00042849459495930553	0.012931114494597126	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	87	1338419	1353981	15563	6	154019185	6	165836786	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49405581711297647	-0.00020858059527634198	0.00020858059527634198	0.0062945474472688645	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	88	1353982	1369544	15563	6	165836946	7	4401934	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4945902464671308	0.00032584875887797793	0.00032584875887797793	0.00983346734950921	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	89	1369545	1385107	15563	7	4401983	7	13645738	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4962302984317658	0.001965900723512992	0.001965900723512992	0.059326973174940775	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	90	1385108	1400670	15563	7	13645763	7	24558250	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49140050812816083	-0.002863889580091983	0.002863889580091983	0.08642649054551131	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	91	1400671	1416233	15563	7	24560690	7	36885381	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49742281024283497	0.0031584125345821557	0.0031584125345821557	0.09531460743333608	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	92	1416234	1431796	15563	7	36885782	7	48723412	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4956988065297804	0.0014344088215275663	0.0014344088215275663	0.04328760484130415	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	93	1431797	1447359	15563	7	48723560	7	57700234	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4927164699636441	-0.0015479277446087125	0.0015479277446087125	0.04671338012279883	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	94	1447360	1462922	15563	7	57701145	7	73903036	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4958974658701234	0.0016330681618705878	0.0016330681618705878	0.04928274855050477	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	95	1462923	1478485	15563	7	73903312	7	88824027	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49488690928839213	0.0006225115801393177	0.0006225115801393177	0.018786161159765818	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	96	1478486	1494048	15563	7	88824196	7	104295174	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49481961871127533	0.0005552210030225213	0.0005552210030225213	0.016755465399910435	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	97	1494049	1509611	15563	7	104295232	7	122892339	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4981409635149963	0.003876565806743504	0.003876565806743504	0.11698704460344768	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	98	1509612	1525174	15563	7	122893897	7	137871149	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49516155078866564	0.0008971530804128269	0.0008971530804128269	0.027074295308440334	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	99	1525175	1540737	15563	7	137872583	7	152902954	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49403785665062905	-0.00022654105762376364	0.00022654105762376364	0.006836558473131319	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	100	1540738	1556300	15563	7	152905314	8	2832494	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.48677343342028334	-0.0074909642879694704	0.0074909642879694704	0.2260624008381505	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	101	1556301	1571863	15563	8	2833794	8	10353290	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.4944449114273541	0.00018051371910127179	0.00018051371910127179	0.0054475449562339864	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	102	1571864	1587426	15563	8	10353295	8	19885726	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49207060558808013	-0.0021937921201726773	0.0021937921201726773	0.06620428219401932	False	False	False	0.48677343342028334	0.49982065992701474	100	200
HSQ1	103	1587427	1602989	15563	8	19885934	8	33294410	0.4942643977082528	0.0331367103074015	0.4293164455057459	0.5592123499107597	0.49478903982671196	0.000524642118459151	0.000524642118459151	0.015832655492719977	False	False	False	0.48677343342028334	0.49982065992701474	100	200
