block_index	start_chr	start_bp	end_chr	end_bp	SNP_N	DAR_SNP_N	matched_non_DAR_SNP_N	retinal_OCR_SNP_N	mean_chi2_het	max_chi2_het	p95_chi2_het	has_top_5pct_heterogeneity_snp	mean_MAF_avg_ref	mean_baseline_ld_base	retinal_OCR_density
23	2	104422882	2	121309759	15563	5	1706	1710	1.0912171122491554	12.165155006761765	4.113677870319798	True	0.21132518868148814	37.32749251982583	0.10987598792006682
24	2	121309778	2	137101277	15563	7	1865	1870	1.1551180261842082	15.879707324670134	4.056576031638473	True	0.2095089382766819	42.28772047026717	0.1201567821114181
25	2	137101357	2	151539581	15563	2	1006	1009	1.387075223199649	25.50208951260763	5.350477428106815	True	0.2004716656492964	35.54397534260535	0.06483325836920902
26	2	151539798	2	167351483	15563	3	1591	1592	1.0248431234187687	13.663871882051474	3.8962605712172556	True	0.19849152755574118	44.59064638903117	0.10229390220394526
27	2	167352464	2	181570507	15563	4	1733	1736	1.2936230063387912	29.16699696254322	5.2263312654054195	True	0.1812540943937544	33.40505182589606	0.1115466169761614
28	2	181571918	2	198083833	15563	6	1074	1081	1.199432065544337	20.57088534399666	4.8865403255908415	True	0.20266503318126328	65.80380497570172	0.0694596157553171
29	2	198084218	2	216858592	15563	7	1226	1235	1.1606077833503514	17.37166405586572	4.274644197869201	True	0.23088601233695305	43.71106895532722	0.07935488016449271
30	2	216858824	2	230271780	15563	8	2044	2051	1.1298352031603713	14.953453610577503	4.343059934590283	True	0.2187609055002249	31.208532552296408	0.13178693054038423
31	2	230272648	2	241484072	15563	10	3187	3204	1.3939014666550598	41.14871008270847	4.938352280203542	True	0.20479707981430315	21.36634975559265	0.2058729036818094
32	2	241485268	3	8016833	471774	147	52215	52376	1.1965821173184097	44.06033395923611	4.59208180539345	True	0.20895707490906665	41.19601812250649	0.11101925922157643
33	3	8016955	3	21340533	15563	9	2637	2645	1.1925880785151974	20.648833882269372	4.915711501509365	True	0.20198455717727948	28.883156985278582	0.16995437897577587
34	3	21340863	3	31813629	15563	0	1339	1339	1.2063328841138163	17.097489382215127	4.510717122834299	True	0.20800952187238964	33.45610258649011	0.08603739638887103
35	3	31814685	3	46662428	15563	3	1810	1818	1.2695441293032013	22.842107774667625	4.600617283814944	True	0.2017693343378526	39.33180576165023	0.11681552399922894
36	3	46662736	3	63661117	15563	7	2360	2365	1.3258570045917906	14.459096591784228	5.4858077339405344	True	0.2034696129891409	39.2902807201265	0.15196298914091114
37	3	63661629	3	77099218	15563	6	1752	1756	1.3660224691684486	44.06033395923611	5.164068674204824	True	0.2047363695752747	26.09364679420091	0.11283171625008032
38	3	77099267	3	95430903	15563	0	757	758	1.0330725404047634	14.429987580986117	3.7430367729086638	True	0.22498820563837307	93.61249010158882	0.0487052624815267
39	3	95431652	3	108897123	15563	3	1099	1102	1.3263682599720963	18.89938432948273	4.9691702735761485	True	0.21747980862622887	70.32192235162397	0.07080896999293196
40	3	108897541	3	122443054	15563	1	1463	1466	1.0735783114975752	10.210026488713266	4.289759050490656	True	0.20202962144509412	40.08288481024592	0.09419777677825612
41	3	122443946	3	135656738	15563	2	2648	2650	1.0941812511016071	17.097116960158797	4.1722947360417955	True	0.20480832270770416	37.79202952819057	0.1702756537942556
42	3	135657414	3	150151120	15563	3	1529	1533	1.4126131135181785	17.615669575950022	6.104117488678242	True	0.20902720769131913	38.038811553782594	0.09850285934588447
43	3	150151697	3	162739273	15563	1	1235	1238	1.2191759637156505	17.241999189666227	4.712626406198088	True	0.21279353738032514	58.698430311352	0.07954764505558054
44	3	162739768	3	176246068	15563	2	953	954	1.3161308258208897	29.497573433475445	4.851899012453834	True	0.20664227404420743	60.02129160501013	0.06129923536593202
45	3	176246528	3	190250499	15563	2	2051	2053	1.0674310478427105	14.528990357767167	4.239058499758216	True	0.21172986633039903	23.813520200369833	0.13191544046777615
46	3	190252635	4	4180841	457191	119	43952	44086	1.1730507745401522	44.06033395923611	4.470976757221733	True	0.2114836983924661	45.78096587860778	0.09642796992941681
47	4	4180886	4	14491265	15563	19	2724	2745	1.1169381202971833	25.16615982578371	4.463927697450599	True	0.21248065384565953	43.1276343983583	0.17637987534537042
48	4	14491446	4	26065536	15563	5	1652	1657	1.1888827849299723	12.8418124195166	4.4877714215949	True	0.20161579104285807	32.88803403757018	0.1064704748441817
49	4	26065733	4	38197669	15563	1	830	831	0.8974400064159109	11.226260968850607	3.7098281405418403	True	0.2017978782625458	48.31075232938671	0.05339587483133072
50	4	38197920	4	55620606	15563	9	1469	1477	1.4335493457291182	21.065350957571564	5.201648680509166	True	0.2133203167962475	51.96212026908972	0.09490458137891152
51	4	55620867	4	66414095	15563	0	724	725	1.099880886195245	14.046529266688916	4.338932788918301	True	0.22173159970763992	56.938392046373664	0.046584848679560496
52	4	66414681	4	79300180	15563	4	996	999	1.1888264925114957	13.759790567890164	4.026421484334624	True	0.22397904574953414	66.55271883658138	0.06419070873224957
53	4	79300355	4	95707791	15563	8	1572	1581	1.2958970680449058	25.357631483605157	4.802020902124339	True	0.2246571518152027	52.32815777042727	0.10158709760328985
54	4	95708358	4	111420577	15563	5	1029	1036	1.0339528969403617	9.133607576107604	4.0384437303075105	True	0.23033404516481398	69.92642384786592	0.06656814238899955
55	4	111421776	4	122952215	15563	1	1087	1088	1.2238564457170527	15.012973191204086	4.113182162637644	True	0.23388936315299108	76.17573015907618	0.06990940050118871
56	4	122952241	4	135372682	15563	3	657	664	1.334411437772695	16.972128189182186	5.025328828438454	True	0.2115569830913063	54.716057318164076	0.04266529589410782
57	4	135373049	4	149492755	15563	1	1272	1273	1.1371431031328523	13.439980727737957	4.312621157618023	True	0.21098761907408597	41.18110162800885	0.08179656878493864
58	4	149493045	4	162934006	15563	3	1354	1356	1.0188392782689724	16.082249773042893	3.9852961109940592	True	0.19757961408147529	40.47160801748259	0.08712973077170211
59	4	162934057	4	176825687	15563	9	1331	1341	1.134088062543952	16.328584240691804	4.542000825765502	True	0.19376189465719976	30.40547973988048	0.08616590631626293
60	4	176828699	4	186410627	15563	2	1274	1276	0.8616788091088174	13.237397883454946	3.3553960221241708	True	0.21898714100751782	22.736159508699703	0.08198933367602647
61	4	186410731	5	4725242	429218	149	41264	41427	1.1340124650771786	72.38121083287896	4.342175721693198	True	0.21521665264783868	47.43306197627576	0.09651738743482333
62	5	4725595	5	16684109	15563	9	2039	2048	1.0832704750515065	14.240932876026612	4.024216317468953	True	0.22493469776392724	33.39968653785023	0.1315941656492964
63	5	16684597	5	29758199	15563	1	774	775	0.8641573192311411	11.958876517258572	3.285466233320958	True	0.21532106200603998	45.02969070247169	0.04979759686435777
64	5	29758510	5	43233397	15563	7	1616	1624	1.174007789176112	13.59284574122857	4.730905210940698	True	0.21390406250722868	36.67984152015643	0.10435006104221552
65	5	43237748	5	58986312	15563	3	1482	1487	1.356807407258778	20.127355448549977	5.523642613081952	True	0.2234766513814817	127.57868538193466	0.09554713101587098
66	5	58986989	5	76161368	15563	1	1608	1609	1.2621694950111944	15.120505825092213	5.084234550515792	True	0.22333440248024158	40.74078829671961	0.10338623658677633
67	5	76163520	5	91832191	15563	8	1231	1242	1.2299965471669059	18.275911971433562	4.820991295973949	True	0.22777864010152285	46.53784761815298	0.07980466491036432
68	5	91832192	5	107021498	15563	4	848	851	1.466388596001378	15.498163099811524	6.192831121253856	True	0.22962255529782175	71.09139223761049	0.05468097410524963
69	5	107022017	5	121023412	15563	9	1464	1471	1.040979604473662	16.753491210605016	4.411705314635819	True	0.19478899960161924	43.86734090786812	0.09451905159673585
70	5	121023551	5	135185565	15563	13	1956	1968	0.9232412061359366	12.032866790690218	3.5898860233407657	True	0.20821314185568335	46.88705490382818	0.12645376855362075
71	5	135185569	5	150955163	15563	11	2951	2963	1.1249919286013887	16.04929433922139	4.50636970553277	True	0.2140387347105314	33.82645847352834	0.19038745743108657
72	5	150955282	5	164512265	15563	4	1581	1588	1.1274052862442747	11.883907110553574	4.119198978710096	True	0.20567554718563258	33.107476709926985	0.10203688234916147
73	5	164512291	5	178194492	15563	0	2265	2265	1.0306756771523502	14.489537349696976	3.9066437692778297	True	0.20999841883955536	20.32128567958273	0.14553749277131658
74	5	178194562	6	8492776	421030	203	46130	46349	1.1679141633321	72.38121083287896	4.557828712882123	True	0.21296641723083867	55.12863506113218	0.1100847920575731
75	6	8493757	6	21204822	15563	2	2229	2230	1.1632730451176818	17.01431575288167	4.210270843482379	True	0.21800275021525412	29.719528490514225	0.1432885690419585
76	6	21205877	6	30361480	15563	21	1623	1645	1.436602756534635	24.122516788078347	5.888815331091646	True	0.18978275248345436	108.14627250597066	0.10569941527983037
77	6	30361608	6	33203688	15563	44	2934	2987	1.286708902134496	23.268741808833337	4.997897737718143	True	0.19415453778834416	153.91341610177122	0.19192957655978923
78	6	33203908	6	46017626	15563	11	3165	3176	1.2267597813343574	17.429273468792637	4.91167390737992	True	0.20107721218916663	37.35775448250079	0.20407376469832295
79	6	46018287	6	62472864	15563	4	1111	1115	1.405930913294704	17.62666579455574	5.232404283996809	True	0.21546098068174516	111.95932944093232	0.07164428452097925
80	6	62474097	6	73591559	15563	4	785	789	1.033027920849849	11.593000330094158	4.16347547630445	True	0.22144934738803576	92.64834310171264	0.05069716635610101
81	6	73591660	6	84931878	15563	1	1121	1121	1.0165720965475407	17.943453855233418	3.9101200156613847	True	0.20564731046070805	70.65699494247923	0.07202981430315492
82	6	84935441	6	97778185	15563	5	1051	1058	1.2325580400346452	16.960311661597213	5.489241458415739	True	0.2055936381128317	46.06214850817039	0.06798175159031035
83	6	97778418	6	110461062	15563	3	1202	1206	1.0826971069212417	13.071098684811938	4.438349325074842	True	0.2010805008128253	48.87926538048938	0.0774914862173103
84	6	110461195	6	123286751	15563	7	1300	1307	1.3844058978830505	33.595076621506756	5.406878636069587	True	0.20378971187431727	56.11695106006589	0.08398123755060079
85	6	123286895	6	141043296	15563	3	1480	1481	1.3238807026940544	64.60976425751814	4.912471292078448	True	0.21255210312600398	33.6530907973385	0.0951616012336953
86	6	141045356	6	154018460	15563	1	1674	1675	1.127940816087089	20.240639022061693	4.176837823136333	True	0.21953661425175097	36.14532815968111	0.10762706419070873
87	6	154019185	6	165836786	15563	10	1931	1943	1.0752206947193628	17.11026069777737	4.1778798930153	True	0.23345580276296346	34.053922922219115	0.12484739446122213
88	6	165836946	7	4401934	410963	203	45754	45970	1.171651356048151	64.60976425751814	4.502815308808937	True	0.2113790974435655	54.91966795545509	0.11185921846978925
89	7	4401983	7	13645738	15563	6	1471	1476	1.0330492191954197	13.505429709492317	3.6864723491057516	True	0.21868555362397996	36.434194917493954	0.09484032641521557
90	7	13645763	7	24558250	15563	3	1067	1070	1.1441363762035024	18.408671019783814	4.220262374110792	True	0.21843260468097409	29.179692775509697	0.0687528111546617
91	7	24560690	7	36885381	15563	7	2101	2110	1.0559094044645871	16.548530077584356	4.093005454887452	True	0.20715093493542375	33.862019432923816	0.13557797339844502
92	7	36885782	7	48723412	15563	6	1952	1959	1.078804489096334	15.228922724965416	4.072154030427956	True	0.21009705807363618	28.628502830808422	0.12587547388035725
93	7	48723560	7	57700234	15563	1	1273	1274	1.2657544672929397	15.002006967915506	4.784754409370631	True	0.20708920535886396	58.1263000771321	0.08186082374863458
94	7	57701145	7	73903036	15563	2	1480	1481	1.0514596350634917	15.179727934511472	4.229860839299883	True	0.2073386455310673	126.16219408392342	0.0951616012336953
95	7	73903312	7	88824027	15563	10	1479	1491	1.2808061676273759	21.483234972735126	4.546537292969357	True	0.2046796297114952	36.38338334286136	0.09580415087065476
96	7	88824196	7	104295174	15563	4	1605	1609	1.2760512111047264	26.091631752684325	4.7400864709523916	True	0.20226071044464436	36.57500935945973	0.10338623658677633
97	7	104295232	7	122892339	15563	5	1483	1488	0.9732589349526218	15.524322950976066	3.789231504414317	True	0.20755422853884212	41.1439695994107	0.09561138597956692
98	7	122893897	7	137871149	15563	16	1888	1900	1.0990352028540864	23.245731338211755	3.9664342212411836	True	0.22542740011565895	56.79977146406901	0.12208443102229648
99	7	137872583	7	152902954	15563	8	2030	2039	1.1106333863177615	13.728392910343567	4.478471842684952	True	0.22350712699993575	33.030969788000924	0.1310158709760329
100	7	152905314	8	2832494	352842	134	39409	39551	1.1763349736215183	49.59900073156903	4.460616864152597	True	0.21455363207951442	43.96020351560055	0.1120926647054489
101	8	2833794	8	10353290	15563	5	1282	1287	1.092514918851038	17.754269170974975	4.589429054115058	True	0.22133515824712457	35.486622318338206	0.08269613827668187
102	8	10353295	8	19885726	15563	12	1947	1957	1.3309067256747866	21.939641019670496	5.237860407540309	True	0.20268552343378526	33.02362305886073	0.12574696395296536
103	8	19885934	8	33294410	15563	3	2301	2303	1.1868799479104084	19.4957384475832	4.317693805441275	True	0.21609205914990684	29.099654235783085	0.14797918139176253
104	8	33294599	8	55428780	15563	8	1464	1474	1.112764074841229	41.57512217345632	4.540656481158721	True	0.2048999750176701	58.627513444766976	0.09471181648782369
105	8	55429439	8	70023319	15563	4	1565	1568	1.6677763444887705	37.45301934047374	5.647293415531039	True	0.21694938589603546	41.430662177958986	0.10075178307524256
106	8	70025994	8	84328920	15563	4	1026	1030	1.4272142328091848	18.32820784531985	6.223042470521594	True	0.2064703195624237	48.33529652139956	0.06618261260682387
107	8	84330065	8	101674931	15563	5	1356	1364	0.9628163196406767	14.280166854020992	3.325459565351168	True	0.2209584176476258	52.88137183729029	0.08764377048126967
108	8	101675010	8	116980396	15563	2	1328	1330	1.2118041327965663	15.460845490008204	4.821314408287608	True	0.21730711808455952	64.52909395061344	0.08545910171560753
109	8	116980929	8	130480557	15563	6	1835	1842	1.1241915054371054	23.29838653731353	4.47928743853251	True	0.21847560179271347	28.769506291038986	0.11835764312793164
110	8	130480641	8	142628372	15563	6	2253	2259	1.076809210253766	16.336680725675517	4.118245970650623	True	0.22861566322688429	30.442970310445137	0.1451519629891409
111	8	142629143	9	7924256	300459	113	35825	35961	1.1977495190414493	41.57512217345632	4.583322976330533	True	0.21255009298257005	37.62616327499609	0.11968687907501523
112	9	7925381	9	19011141	15563	0	1192	1194	1.4200878383377742	19.617298289378166	6.323129160431007	True	0.20620262637987533	39.42587334104552	0.07672042665295895
113	9	19011300	9	31376645	15563	2	1043	1045	1.035691719037684	17.988163305870966	3.9513560418203495	True	0.20864379067017927	40.429528388032146	0.06714643706226306
114	9	31377848	9	76598874	15563	12	2182	2210	1.4295971332145168	31.427107642201964	5.073542970314691	True	0.21497011176187109	42.82363674803503	0.14200346976803957
115	9	76599091	9	89129213	15563	6	1622	1630	1.081359737394854	18.898869853953318	4.285646168596726	True	0.20157976267429156	27.980661322434592	0.10473559082439118
116	9	89129608	9	101821883	15563	2	2330	2332	1.137290302715167	16.87248477094123	4.28394741337007	True	0.20453457343378526	30.335360273180733	0.14984257533894493
117	9	101822220	9	113878799	15563	6	1291	1294	1.096446907605523	15.508596206194204	4.27482931010007	True	0.19829346685086421	33.052312698752715	0.0831459230225535
118	9	113878895	9	127068176	15563	10	2395	2405	0.997874040745965	13.715586681935257	3.758892517595684	True	0.20073073690805113	26.849951043039344	0.15453318768874896
119	9	127069629	10	767395	296561	109	38619	38750	1.182196614184387	31.78236908642058	4.566255625522961	True	0.21008495954913156	38.81722965230498	0.13066451758660108
120	10	767727	10	10192661	15563	0	2075	2075	1.0014826114982827	12.495864042079825	3.795087771391095	True	0.20782553327122016	21.933375943370613	0.13332904966908693
121	10	10192664	10	20542634	15563	4	2518	2523	1.084773207434925	12.823363526981316	4.206134129328816	True	0.21450091694724668	24.610469227508194	0.16211527340487053
122	10	20543040	10	33730377	15563	9	1907	1920	1.1753573949129401	14.413064266267574	4.652819400296688	True	0.21961266963952963	46.3106300612257	0.12336953029621538
123	10	33730883	10	53512766	15563	7	1630	1636	1.1802988100625558	16.275566430718946	4.651886195624709	True	0.21547822655978924	117.51594931713666	0.10512112060656685
124	10	53512966	10	66559591	15563	1	1376	1377	1.35903878818259	13.845267861457758	5.984093388500145	True	0.22136525654758077	52.71804454402708	0.08847908500931696
125	10	66559785	10	80220985	15563	6	2527	2532	0.953050280841652	17.391647657544823	3.7740375708483427	True	0.2035873064608366	41.83410866985953	0.16269356807813404
126	10	80221107	10	92423933	15563	5	1950	1955	1.1005426581193065	23.79061551715139	4.045910635690015	True	0.20304353086808455	36.94889097289975	0.12561845402557348
127	10	92424342	10	108998976	15563	4	2491	2495	1.6080656616882065	31.78236908642058	6.553408005098993	True	0.20249178722932595	42.5102355537688	0.16031613442138407
128	10	108999693	10	122948519	15563	10	1690	1698	1.3191032434958092	15.88766779038637	5.049896330386585	True	0.21119051728137248	37.13791364304803	0.10910492835571547
129	10	122949506	10	132618241	15563	7	1891	1901	1.1614027760532173	14.9459336826092	4.643605916038568	True	0.21322960143609845	22.29964865499671	0.12214868598599242
130	10	132618278	11	7351799	316967	124	41066	41202	1.1691351416296796	44.64120873126616	4.57391414115766	True	0.21342655956566464	55.52165085154235	0.1299882953114993
131	11	7351944	11	20010105	15563	15	2422	2440	1.249881352451835	17.86155148385318	4.748750495854001	True	0.2348028515870976	34.57121921564691	0.15678211141810705
132	11	20010141	11	31871538	15563	1	825	826	1.0659456788143586	18.801801444185838	3.7433757718847263	True	0.21688745064576237	47.24471742582982	0.05307460001285099
133	11	31871946	11	45356863	15563	7	1587	1596	1.3012120066238775	44.64120873126616	5.27862733064529	True	0.19718588006168478	36.68730566148102	0.10255092205872904
134	11	45357533	11	66344727	15563	5	1736	1742	1.153493511944895	17.549735811494294	5.070739937059538	True	0.20078028739638887	317.99074900841595	0.11193214675833708
135	11	66354825	11	81221576	15563	14	2931	2949	1.047321152107212	16.177864461481974	4.009321649734713	True	0.20493789787637345	38.61705475687699	0.18948788793934332
136	11	81221742	11	93811663	15563	7	1138	1143	1.2399839311423306	17.035034293514347	4.864750231891644	True	0.21982196447985605	59.415738881235605	0.07344342350446573
137	11	93812039	11	104483684	15563	5	1148	1153	1.066785180390183	15.07750270592555	4.147238499210059	True	0.22267743882927457	45.90860840807737	0.07408597314142518
138	11	104483850	11	118577614	15563	5	2785	2790	1.1782099736423044	21.471023490860336	4.443505165960553	True	0.21126485705198228	33.54212335390263	0.17927134871168798
139	11	118577873	11	131030381	15563	1	2508	2510	1.0965107267831333	22.47304279750606	4.10619815670537	True	0.22359202812761034	29.260708289810914	0.16127995887682323
140	11	131030628	12	11129433	302354	123	37583	37715	1.168247221334134	44.64120873126616	4.546365615111022	True	0.21450191480086261	52.37724365173152	0.12473789002295323
141	12	11130766	12	24607488	15563	5	1601	1612	1.1643589524600704	19.95599292625551	4.632722681105967	True	0.21385022821435454	34.0348542520259	0.10357900147786417
142	12	24607950	12	39590941	15563	9	1716	1727	1.2153243911912048	19.68155586889291	4.53356663551036	True	0.2069324157553171	44.55834989485053	0.1109683223028979
143	12	39591089	12	53418213	15563	8	1752	1758	1.1280336990744861	13.819778042263437	4.169653547472948	True	0.21024976005911458	47.49112437676428	0.11296022617747221
144	12	53418575	12	68399273	15563	3	1527	1529	1.1321425644480607	16.730002730111764	4.414278227603846	True	0.22384416967165713	43.4847927940291	0.09824583949110069
145	12	68399871	12	83457942	15563	6	1384	1390	1.2592445905363217	17.934043138582147	5.190020252283185	True	0.2080985588896742	39.52932693020145	0.08931439953736427
146	12	83458058	12	96913156	15563	5	1437	1442	1.1975016355007035	17.86789795595647	4.930408456371466	True	0.2089219444997751	41.43909040437065	0.09265565764955343
147	12	96914286	12	112509281	15563	6	1883	1886	1.1382476953341092	14.619854162022127	4.349217724488076	True	0.2163109871200925	34.36003872315414	0.12118486153055323
148	12	112515312	12	126571073	15563	4	2584	2588	1.403187469563112	26.20104724419065	5.2325031377456375	True	0.2098297401111611	25.721099867440163	0.166291846045107
149	12	126571735	13	22821162	263619	106	28743	28850	1.165182474331451	36.90989464296404	4.506747190818243	True	0.21365182108175054	37.36164845736317	0.10943824231182123
150	13	22821270	13	33278525	15563	15	2054	2069	1.0097675236797794	17.375260170993137	3.892523457083425	True	0.22028443029300263	25.99899333104092	0.13294351988691128
151	13	33280204	13	46833150	15563	8	1813	1823	1.2419662658702546	18.433151910830638	4.863976277270344	True	0.2155565339651738	28.93624354132496	0.11713679881770866
152	13	46833218	13	61692090	15563	10	1252	1263	1.1496742919834289	23.830711057460015	4.450761867406749	True	0.2006792682098567	46.829329012128774	0.08115401914797918
153	13	61692288	13	74323682	15563	6	564	567	1.0385297954009791	12.547243362033532	3.920627165060984	True	0.2113328538006811	50.08854680146354	0.0364325644156011
154	13	74328404	13	87228925	15563	2	896	897	1.2213393010168994	17.25765099221916	4.91651730073446	True	0.2150350679560496	51.96395368172723	0.05763670243526312
155	13	87229330	13	100709000	15563	6	1417	1423	1.2913181668017353	36.90989464296404	4.767353615571261	True	0.22804756753839234	46.427297740479574	0.09143481333933047
156	13	100711312	13	111624246	15563	4	1495	1500	1.0646274330600016	16.563643818153157	4.207617709105427	True	0.21065684048383987	22.21769258618505	0.09638244554391827
157	13	111624376	14	28993235	217403	92	24066	24161	1.173216656525041	36.90989464296404	4.4631299244032485	True	0.2131656981336504	38.00744995280253	0.11113462095739249
158	14	28993586	14	42645947	15563	2	1043	1045	1.0082251522212788	14.500096289769312	3.7324131885510834	True	0.22806376768296602	50.06877761482494	0.06714643706226306
159	14	42646073	14	55999660	15563	6	1230	1239	1.2469429642642993	19.916771703208955	4.5131352626366805	True	0.20936133263509607	46.19302455914379	0.07961190001927648
160	14	55999682	14	71859858	15563	9	2582	2591	1.3064962298126284	19.088909932065118	4.970961022580562	True	0.19485902377754932	38.167909531700715	0.16648461093619482
161	14	71860318	14	84946184	15563	11	2556	2568	1.2455774804137703	20.359478407785417	4.735765943257327	True	0.20607430028914733	31.755999631183066	0.16500674677118807
162	14	84946396	14	96948604	15563	2	2513	2515	1.4634076152898219	30.12020131309853	5.186659582863711	True	0.2131072129602262	26.731092780166144	0.16160123369530296
163	14	96953484	15	26210930	185112	83	24921	25017	1.2149492472502332	48.24187849909735	4.616667083430914	True	0.21338101303481138	35.770190797810095	0.13514520938674965
164	15	26211385	15	44081143	15563	17	2229	2249	1.2508820307435367	48.24187849909735	5.012205089474062	True	0.21410173725502796	29.06404706330919	0.14450941335218145
165	15	44082088	15	58655480	15563	7	1751	1758	1.1878817585627963	22.778484129215677	4.43902788622273	True	0.21323924899440985	50.48554077151375	0.11296022617747221
166	15	58656447	15	74686902	15563	2	2905	2907	1.3706742693909402	26.9100916670889	5.301015357233284	True	0.201732458880036	27.90336313464807	0.1867891794641136
167	15	74687184	15	90325358	15563	7	2360	2374	1.310634986894682	23.754094727298916	5.153134118122069	True	0.21553813063355393	32.908300280461354	0.15254128381417464
168	15	90326274	15	100798777	15563	6	1783	1789	1.0594294491251104	14.24051862754034	3.974394695290321	True	0.22105741892629957	19.8524351620907	0.11495213005204652
169	15	100799317	16	8619291	176994	60	25478	25551	1.1903827532589049	83.5383719829996	4.614330749901942	True	0.21380411668418145	31.516462351928123	0.14436082579070478
170	16	8619300	16	23871398	15563	2	2298	2301	1.1404874909259353	14.201706006121738	4.372217168441528	True	0.21028136608623016	29.48548624696812	0.14785067146437061
171	16	23871621	16	55404630	15563	1	1872	1874	1.06147991312484	14.069581517705892	4.106137897220482	True	0.22472104752297115	26.57984556369438	0.12041380196620188
172	16	55404755	16	69468435	15563	3	2006	2009	1.2720748201181402	18.073883888355844	5.151275556182263	True	0.2045108173616912	30.761540574954036	0.12908822206515452
173	16	69468842	16	81145135	15563	1	1804	1805	1.317883656004263	14.7472754675396	5.4921042162961955	True	0.20709720782946733	36.69617154090196	0.11598020947118165
174	16	81148941	16	89197568	15563	6	3355	3361	1.074637716018911	19.068323574504397	4.151007303810241	True	0.21431818757309	18.30430817417962	0.21596093298207286
175	16	89199108	17	11279638	172185	50	29528	29581	1.164734627062047	83.5383719829996	4.4707163019688565	True	0.21371183101083138	29.428578187077008	0.17179777564828527
176	17	11281163	17	31541600	15563	7	2207	2213	1.1419391667035743	21.0241479259151	4.218864498580231	True	0.2269112550600784	40.25927424135778	0.14219623465912742
